Scene Description,Type,Content,Sentiment Score
COWBOY KID (CONT'D),Scene,"Sorry mister. The Shape sees a woman with a flashlight getting a frozen chicken out of the deep freeze in her back shed and then going back inside, leaving the shed open. We FOLLOW The Shape through the side yard toward the shed. Inside he sees a hammer on a workbench. The CAMERA follows The Shape through the back door of the house. The room glows from a television. POV into the kitchen. The woman runs water from the sink over the frozen chicken as she cuts a sandwich with a large knife. She passes frame to get something. The Shape hears CLATTERING in the kitchen. He enters with the hammer in hand and disappears from view. We hear a short struggle and some hard hits and then see the woman's body thrown back into frame. Dead. The Shape enters once again to observe his bloody kill and grabs her carving knife off the counter. CAMERA follows The Shape as he turns and walks through the kitchen. Through the dinning room. Through the living room where an OLD MAN SLEEPS on the couch. The Shape walks out the front door to the next HOUSE past a few more TRICK OR TREATERS. As he walks, he sees a HUSBAND and WIFE get into a car in their costumes, a HUNKY DOCTOR and a SEXY NURSE. ",-0.10636904761904764
HUSBAND,Character,"Oh hell, I can't find my keys. ",0.0
WIFE,Character,We're going to be late. 51. The husband runs inside. The Shape watches the wife alone in the passenger side of the car. Vulnerable. CRICKETS CHIRP. She looks up toward The Shape. ,-0.4
WIFE (CONT'D),Scene,Hello? ,0.0
HUSBAND,Character,"Let's go, baby. The Husband reappears and The Shape steps off as they drive away. We follow The Shape as he moves to the next HOUSE... Inside, a WOMAN (40), hands candy to trick or treaters. -- A PRINCESS, a UNICORN, and AN ALIEN. ",-0.125
TRICK OR TREATER,Character,Trick or treat! ,0.0
WOMAN,Character,"Wow! Look at you, all dressed up. She gives them the remainder of the candy in her bowl. ",0.125
WOMAN (CONT'D),Scene,"You guys are my last customers for the night. Happy Halloween! The trick or treaters walk off and the woman closes the door and turns off the porch light. POV as we see inside a LIVING ROOM WINDOW. A TELEPHONE RINGS. The woman enters, answers the phone and turn on a LAMP-- The Shape exits his own POV as our images settles on a view through the window. The woman inside talks on the phone to someone who has heard about the escaped mental patient and lowers the horizontal blinds. As she does, The Shape appears behind her. She turns and screams. He cuts her throat. She drops dead into our frame as blood spills from her neck. ",0.18571428571428572
HIGH SCHOOL. PARKING LOT. NIGHT.,Scene,"COSTUMED KIDS walk through the parking lot. MUSIC THUMPS from the Halloween Dance Party in the gymnasium. Allyson and Cameron approach the party in their costumes. In a spin on the obvious, Cameron is Bonnie and Allyson is Clyde. 52. Cameron turns away from the crowd. He laughs. ",0.0
ALLYSON,Character,What's wrong? ,-0.5
CAMERON,Character,Nothing. It took me a whole year to get up the nerve to ask you out and now look what I'm willing to do to impress you. ,0.225
ALLYSON,Character,I know. I respect that. You look good. You look amazing. She straighten his wig a little bit. ,0.37083333333333335
CAMERON,Character,So do you. Total criminal. A flirtatious look between them. She give him a kiss. Oscar rushes up dress as A VAMPIRE WITH SUNGLASSES. ,-0.2
OSCAR,Character,"You guys! Daaayum, you look good. Hey, I got a twelve pack stashed and gin in this flask. Who wants to party with Oscar? He hands Cameron a flask and pulls him away. Cameron hides the flask in his pocket and laughs. ",0.44999999999999996
CAMERON,Character,"We're gonna have a good time, right?! Allyson smiles at Cameron as he is consumed by the crowd. ",0.5285714285714285
HIGH SCHOOL. GYM. LATER.,Scene,"The party in progress. Music is rockin'. DJ spins, people dancing, cheerleaders in routine, ect. Allyson and Cameron are laughing. Oscar takes pictures with an OLD-SCHOOL FLASH CAMERA. Allyson looks at her phone. It's Vicky. Cameron notices. 53. ",0.0
HIGH SCHOOL. HALLWAY. NIGHT.,Scene,Allyson speaks on her cell outside the gym while the dance continues. Girls adjust their costumes behind her. ,-0.2
ALLYSON,Character,,0.0
(INTO PHONE),Scene,I'm sad you're not here. It's ridiculous. It's actually a lot easier for me to talk to people when I can't tell who they are. ,-0.27777777777777773
VICKY (O.S.),Scene,See. I told you. How's Cameron? Looking hot in my skirt? ,0.25
ALLYSON,Character,"We're having a good time. I think he's sweet. Allyson's phone vibrates. She looks. ""Grandmother"". She sends it to voice mail. ",0.5249999999999999
LIVING ROOM. BABY-SITTER'S HOUSE. NIGHT. (INTERCUT),Scene,"Vicky eats popcorn. The kid she is baby-sitting, JULIAN (9), is watching a horror film. ",0.0
VICKY,Character,You guys should just come over here when it's done. Dave's on his way. He's bringing beer. Julian's parents aren't gonna be home till late. ,-0.3
KITCHEN. BABY-SITTER'S HOUSE. NIGHT. (INTERCUT),Scene,We see Vicky walk through the kitchen on her phone. She opens the fridge and grabs a cider. ,0.0
ALLYSON (O.S.),Scene,School night though. ,0.0
VICKY,Character,"Listen, I gotta tuck this cute little critter in to bed. Stop being a needy bitch and get over here. ",0.15625
ALLYSON (O.S.),Scene,Sounds good. See ya in a bit. 54. Julian appears. ,0.7
JULIAN,Character,I heard you telling your friends to come over here and you're drinking beer. That's against the rules. I'm telling my mom. He heads back toward the living room. She follows. ,0.0
VICKY,Character,"Well, I've seen your browser history, Julian. Wouldn't want me telling your folks about that, would you? Panicked, Julian shakes his head `no'. ",0.0
VICKY (CONT'D),Scene,-And up late watching horror movies is not what you're supposed to be doing either. She pats his head. ,-0.3
VICKY (CONT'D),Scene,"Get to bed, you little monster. Vicky chases Julian up the stairs. ",-0.1875
BEDROOM. BABY-SITTER'S HOUSE. NIGHT.,Scene,Vicky kisses her hand and touches it to his forehead. ,0.0
JULIAN,Character,Will you leave the door open? Just a crack? She leaves the door open a crack to let some light in. ,0.13333333333333333
VICKY,Character,"Goodnight, critter. ",0.0
KITCHEN. BABY-SITTER'S HOUSE. NIGHT.,Scene,"Vicky turns on the sink and starts doing dishes. The water is loud as she hand-washes a few pots and plates. As she washes dishes we move our focus past Vicky out the window to a clothes line of sheets gently flapping in the breeze. 55. Something suddenly MOVES BEHIND THE SHEETS-- the sheets whip quickly, disturbed. Vicky looks up, turning off the faucet. She focuses out the window beyond the sheets into the darkness of the backyard... Keeping her eye outside, she walks to the door. Suddenly-- A LOUD BANG on the glass of the door window. Vicky shrieks as Dave's smiling face appears. ",-0.01296296296296297
VICKY,Character,Jesus Dave! You scared the shit out of me. She unlocks. He's dressed as A FARMHAND with a straw hat. He carries a jack-o-lantern with hearts for eyes. ,-0.2
DAVE,Character,Sorry. I've been knocking on the front door for five minutes. I didn't wanna ring the bell and wake the kid. Check it out. Fresh from my patch. Vicky shakes off her nervousness and laughs. ,-0.1
VICKY,Character,Julian just went to bed. ,0.0
DAVE,Character,So we have the house to ourselves? ,0.0
VICKY,Character,Allyson and Cameron are gonna head over in a few. ,-0.2
DAVE,Character,Should we make popcorn? Wanna watch ,0.0
TV?,Scene,,0.0
VICKY,Character,No. Dave and Vicky smile at each other. She leans in for a kiss. ,0.0875
DAVE,Character,Hold on a sec. Check this out. I did this for you. He pulls back his flannel to reveal the fresh ink and dried blood of a new tattoo... `10-31-18' on his right shoulder. 56. ,0.07034632034632034
DAVE (CONT'D),Scene,Because tonight is the night. And this is tonight's date which is Halloween. ,0.0
VICKY,Character,Oh fuck yeah. ,-0.4
LAURIE'S CAR. NIGHT. (MOVING),Scene,"Driving down the street, Laurie listens to the police scanner. She's alert, anxious, looking around. Noticing the Trick-or-treaters run by. ",-0.20277777777777778
LIVING ROOM. BABY-SITTER'S HOUSE. NIGHT.,Scene,Vicky and Dave make out passionately. Dave has his hand up her shirt. Vicky tense up. ,-0.19166666666666665
VICKY,Character,,0.0
(WHISPERING),Scene,Shhh... stop. Dave. What was that? Dave stops. He looks around. ,0.0
DAVE,Character,What? What was it? ,0.0
VICKY,Character,I don't know. I heard something. ,0.0
DAVE,Character,It's nothing. It's Julian taking a dump or somethin'. C'mon... They hear a door close and she stops him. ,0.0
VICKY,Character,I'm serious. Go see. ,-0.3333333333333333
DAVE,Character,Go see him take a shit? ,-0.2
VICKY,Character,Go! He composes himself and turns just as Julian appears at the bottom of the stairway. The sight of him makes Dave flinch. ,0.0
DAVE,Character,Oh fuck me 57. ,-0.4
VICKY,Character,,0.0
(LAUGHS),Scene,"Julian? Vicky hurries over to him, kneels at his level. ",0.0
VICKY (CONT'D),Scene,What are you doing up? ,0.0
JULIAN,Character,"I saw someone in the hallway, standing outside my door. ",0.0
DAVE,Character,"Aww, bro! Ghosts and goblins? ",0.375
JULIAN,Character,"Shut up, Dave! I heard him breathin' then I saw him. He's in here. The Boogeyman's in the house! Vicky ushers Julian out. ",0.0
VICKY,Character,"Come on. Let's go see this creature, then get you back to bed. She takes Julian out. Dave shakes his head. He pulls a joint from his pocket and steps outside the kitchen to smoke it. He notices the garage has an open door. The light is on. He heads towards it. ",0.1
HALLWAY. BABY-SITTER'S HOUSE. NIGHT.,Scene,ANGLE DOWN DARK HALLWAY. At the far end we see Vicky and Julian standing there. Julian points. ,-0.06851851851851852
JULIAN,Character,"He was standing in the door right there. I closed my eyes. When I opened them, he was gone. From behind Vicky and Julian's shoulders, we see that Julian's door is open. ",-0.05357142857142858
VICKY,Character,That's the last time I show you a scary movie. We stay with Julian as Vicky glides into the hall sliding on her SOCKS. She sock-skates into his bedroom. 58. Julian waits a moment as a wall clock TICKS. ,-0.25
JULIAN,Character,Vicky? He sees his bedroom light turn on. ,0.4
VICKY (O.S.),Scene,"All clear, little dude. Vicky pops her head out of his bedroom. ",-0.04374999999999999
VICKY (CONT'D),Scene,Nothing to be afraid of. ,-0.6
GARAGE. BABY-SITTER'S HOUSE. NIGHT.,Scene,Dave takes a hit and looks around the shed. A bad ass old MOTORCYCLE collecting dust. ,-0.29999999999999993
DAVE,Character,Sick bike. He walks over and sits down on it. ,-0.43492063492063493
BEDROOM. BABY-SITTER'S HOUSE. NIGHT.,Scene,Vicky sits on the bed with Julian. She shuts off the bedside lamp. The glow of an aquarium gives light. ,0.4
JULIAN,Character,Will you turn on the closet light? She look to the closet door then turns to Julian. ,0.4
VICKY,Character,Then you go to sleep for real. She tucks him in and heads for the closet. AT THE CLOSET. She opens the closet door. She reaches in for the light switch and turns it on. The light REVEALS: THE SHAPE STANDING IN THE CLOSET. ,0.3333333333333333
JULIAN SEES:,Character,,0.0
JULIAN,Character,"Oh shit!!! Before she can react, The Shape grabs her neck with one hand and brings the knife down with the other hand. 59. The knife STABS VICKY'S SHOULDER-- the blade cuts down her arm. Vicky pushes away from The Shape and falls backwards. Julian SCREAMS and scrambles toward the door, RUNNING... The Shape turns... ",-0.20668402777777778
GARAGE. BABY-SITTER'S HOUSE. NIGHT,Scene,Dave revs the motor-cycle and looks up as he hears distant screams. He turns off the bike and listens. He gets off and accidentally knocks the bike over. ,-0.1
DAVE,Character,Aww. Idiot. He struggles to pull it back up. ,-0.4
HALLWAY. BABY-SITTER'S HOUSE. NIGHT.,Scene,"Julian runs down the stairs. Vicky darts out of his bedroom, but HER SOCKS INSTANTLY SLIP out from underneath her on the wood floor. She lands hard-- knocking the breath out of her. Julian runs back up the stairs and looks back. BEHIND VICKY, The Shape appears from the bedroom, the glint of his knife catches the light. ",-0.0638888888888889
JULIAN,Character,Nope. He turns and runs again. The Shape steps towards Vicky. She rolls over and SHRIEKS. The Shape grabs her feet and pulls her back into the room. ,0.0
VICKY,Character,,0.0
RUUUUN!!,Scene,,0.0
KITCHEN. BABY-SITTER'S HOUSE. NIGHT.,Scene,Julian dashes through the kitchen right into Dave as he steps back inside. Julian screams in his face. 60. ,0.14285714285714285
DAVE,Character,Dude! Chill. Why are you screechin'? ,0.0
JULIAN,Character,There's a man up there! ,0.0
DAVE,Character,There's no man up there. ,0.0
JULIAN,Character,"You go up there, you're gonna get killed, Dave! Julian runs out the door. Dave shakes his head and grabs A LARGE KITCHEN KNIFE playfully. He adjusts his straw hat. ",-0.017857142857142863
DAVE,Character,Oh yeah? Come get some Dave. ,0.0
HIGH SCHOOL. GYM. NIGHT.,Scene,"Oscar chows down on a giant pickle at the catering table. Allyson smiles as she dances with some friends. She notices Cameron talking to a girl in a black cat costume, KIM. Cameron is still in drag. His back is to Allyson. A moment of jealousy strikes Allyson's face. THEN... The girl takes his hand, leans in and kisses Cameron's neck. The two turn around and Cameron looks up to see a visibly upset Allyson. He pulls away from Kim. ",-0.08444444444444446
CAMERON,Character,"Allyson. Come here! Her head shakes ""no"". He nods ""yes"". She shakes ""no"". He takes a discreet pull from his flask, whispers something to Kim, then he walks across to where Allyson stands. ",0.0
ALLYSON,Character,What are you doing? What was that? ,0.0
CAMERON,Character,I just need a kiss from you. ,0.0
ALLYSON,Character,Looks like you just got one from Kim? 61. ,0.0
CAMERON,Character,That was nothing. ,0.0
ALLYSON,Character,Really? ,0.2
CAMERON,Character,"Yeah. Every time I turn around, you're in your phone. Looking at it, texting with people, talking with people. It sucks. And I didn't do anything with Kim. She came up to me. Gave ME a kiss. Don't cry about it. ",-0.3
ALLYSON,Character,You're drunk. Oscar got you fucked up. ,-0.55
CAMERON,Character,Come 'ere. Come on. He grabs her arm and pulls her toward him. ,0.0
ALLYSON,Character,"Don't. Her phone vibrates. She looks: ""Mom"". Cameron looks pissed. ",0.0
CAMERON,Character,See! This piece of shit. He grabs her phone and throws it into a massive bowl of nacho cheese on the catering table. ,-0.1
ALLYSON,Character,What the fuck?! ,-0.5
LAURIE'S CAR. NIGHT. (MOVING),Scene,Laurie listens to the police scanner. A call on the radio gets her attention: ,0.0
DISPATCH (O.S.),Scene,,0.0
(OVER RADIO),Scene,Base to all units. Intrusion in progress at 707 Meridian Avenue. ,-0.8
OFFICER HAWKINS (O.S.),Scene,,0.0
(OVER RADIO),Scene,"Copy. Laurie takes off down the road, determined. 62. ",-0.15555555555555559
BABY-SITTER'S HOUSE. NIGHT.,Scene,Hawkins pulls his squad car quietly to a stop and moves to the back of the house with his gun drawn. ,0.0
BACKYARD. BABY-SITTER'S HOUSE. MOMENTS LATER.,Scene,"Hawkins looks up and down... Listening intently. He looks to the backyard and sees the clothes line, now with only ONE SHEET blowing in the breeze. The back door is open. ",-0.038888888888888896
KITCHEN. BABY-SITTER'S HOUSE. MOMENTS LATER.,Scene,"Hawkins enters, weapon drawn and flashlight shining. All is silent. He calls out: ",0.0
OFFICER HAWKINS,Scene,Haddonfield Sheriff's department. Responding to a domestic disturbance! He holds his gun with arms outstretched. ,0.0
OFFICER HAWKINS (CONT'D),Scene,I repeat! This is Officer Hawkins. Please respond! The kitchen is empty. He hears the sound of the television coming from another room. ,0.15000000000000002
HALLWAY. BABY-SITTER'S HOUSE. NIGHT.,Scene,ANGLE ON THE STAIRCASE. Hawkins heading up. He creeps around the corner... ,0.0
BEDROOM. BABY-SITTER'S HOUSE. NIGHT.,Scene,Hawkins stands in the door of Julian's room. The glowing of the aquarium illuminates. He eyes a jack-o-lantern with a candle in it on the toy shelf. In the middle of the room sits a figure with a white sheet covering it like a ghost. ,0.0
OFFICER HAWKINS,Scene,Hands on your head. Come out NOW! 63. He enters. Gun aimed at the ghost. Hawkins steps to the white sheet. Hawkins aims... Hawkins carefully pulls the sheer off- REVEALING VICKY in the beam of his flashlight. Stab wounds have gashed her. The horror hits him. ,-0.03333333333333333
BABY-SITTER'S HOUSE. CONTINUOUS.,Scene,"Laurie arrives. She uneasily scans the neighborhood; surveying the street, the shadows, pumpkins on porches. A firecracker POPS and she flinches. She turns and sees the silhouette of a small WITCH standing way down the street, lighting firecrackers-- POP POP. Two more silhouettes join the Witch, a SKULL HEAD and a PUMPKIN HEAD, and they turn and run with their candy bags. Laurie shifts her eyes... looks upstairs. A light turns on in the bedroom window. Hawkins is in the window of the crime scene. She turns to the window of the next room. The Shape stands staring at Laurie. The sight of him makes Laurie's heart drop. She GASPS. The look between the two has forty years of tension. Laurie raises her gun and fires. It's a direct hit at her target, but it is revealed that it represents just the reflection of The Shape in a mirror. ",0.09907407407407408
HALLWAY. BABY-SITTER'S HOUSE. CONTINUOUS.,Scene,Hawkins jolts at hearing the gunshot. He sees The Shape walking down the stairs. ,-0.15555555555555559
OFFICER HAWKINS,Scene,Stop or I'll fire! The Shape continues and Hawkins open fire-- BAM! BAM! The Shape disappears. Hawkins chases downstairs after him. 64. ,0.0
HALLWAY. BABY-SITTER'S HOUSE. CONTINUOUS.,Scene,Hawkins glances around the corner. He sees a trail of blood on the floor. He steps into the living room. He sees DAVE-- DEAD-- a large knife pins him through the neck with his face smashed into the wall like a ceremonial slaying. The blood from Dave's fresh tattoo oozes from his shoulder. Hawkins is horrified and slips on the bloody floor. ,-0.10595238095238096
BABY-SITTER'S HOUSE. CONTINUOUS.,Scene,"Laurie scans the yard. The Shape appears around the corner of the house, walking toward the back gate. Laurie raises her gun. She fires-- PAP. The Shape is hit in the back of the shoulder and falls forward out of frame around the corner of the house. Laurie runs toward to the corner, gun still aimed. She turns the corner. He is gone. Just then, Hawkins appears and whispers to Laurie. ",0.0
OFFICER HAWKINS,Scene,"Where is he?! Laurie is started, turns and punches Hawkins in the face with her fist. He drops. ",0.0
LAURIE,Character,Fuck! Jesus! What the fuck?! Hawkins sits up and rubs his bruised jaw. ,-0.5625
LAURIE (CONT'D),Scene,Don't creep up on a girl in the dark unless you want to get punched. ,-0.15
OFFICER HAWKINS,Scene,You were told to go home. ,0.0
LAURIE,Character,I shot him! I almost shot you too. 65. Hawkins recovers and walks into the street. He sees nothing. ,0.0
OFFICER HAWKINS,Scene,Did you see which way he went? ,0.0
LAURIE,Character,"No. But do me do me favor. If you find him before I do, finish him. ",0.0
OFFICER HAWKINS,Scene,"Sure. Sure. You get a license for that fire arm, lady? ",0.5
LAURIE,Character,I do. And this one too. Laurie pulls a Glock 34 out of her pocket. Hawkins raises an eyebrow. ,0.0
NEIGHBORHOOD. MOMENTS LATER.,Scene,"MONTAGE: POLICE CARS, OFFICERS and DOGS search the street for The Shape. Sheriff Barker pulls up in his unmarked vehicle. ",0.0
SHERIFF BARKER,Character,"Hawkins, look who's up! Sartain steps out of the passenger side with his left arm in a sling. ",0.0
DR. SARTAIN,Scene,Where is he? ,0.0
OFFICER HAWKINS,Scene,You tell me. ,0.0
NEIGHBORHOOD. MOMENTS LATER.,Scene,Hawkins and the Sheriff speak with Dr. Sartain. Sartain is in visible pain and discomfort. ,0.0
DR. SARTAIN,Scene,"The bus lost control after Michael overtook the first guard, then the driver. He is no longer dormant. I saw him kill with my own eyes. He only knows how to keep moving and to keep killing and he will kill again unless he is captured. 66. ",0.2833333333333333
SHERIFF BARKER,Character,What I want to know is why he didn't kill you? ,0.0
DR. SARTAIN,Scene,"I tried to hide, but he found me. Locked me to a seat. He looked down at me. I closed my eyes and when I opened them, he walked away. Barker looks to Hawkins. ",-0.1277777777777778
SHERIFF BARKER,Character,"Hawkins, come talk to me for a second. Doctor, please wait here. The Sheriff and Hawkins walk away speaking discretely. ",0.0
SHERIFF BARKER (CONT'D),Scene,He's an asset. ,0.0
OFFICER HAWKINS,Scene,"He's not an asset, he's a liability. ",0.0
SHERIFF BARKER,Character,You're going to take him. He knows Myers better than anyone. ,0.5
OFFICER HAWKINS,Scene,You want me to take this injured civilian to search for a psychopathic serial killer? ,0.0
SHERIFF BARKER,Character,You were right. I was wrong. We're clearing the streets. Patrol cars on every corner. I'm going statewide with this. Let's find this son of a bitch. You hear me? ,-0.10714285714285715
LAURIE (O.S.),Scene,"Sheriff Barker, Officer Hawkins? They look back. Laurie is walking over. ",0.0
OFFICER HAWKINS,Scene,"We don't need your help right now, Ms. Strode. Sartain sees Laurie and approaches. He recognizes her. ",0.2857142857142857
DR. SARTAIN,Scene,"Excuse me, officers. 67. Laurie stops. ",-0.05
SHERIFF BARKER,Character,"Laurie Strode, meet Dr. Sartain. ",0.0
DR. SARTAIN,Scene,I'm Michael's doctor. Ranbir Sartain. ,0.0
LAURIE,Character,You're the new Loomis. I can tell by the classy accent. ,0.11818181818181818
DR. SARTAIN,Scene,I've read everything about you in his case files. Do you know our friend Mr. Hawkins here was the responding deputy when Michael was apprehended in 1978? Barker glances curiously at Sartain. ,-0.1
DR. SARTAIN (CONT'D),Scene,He lawfully stood between doctor Loomis' vindictive tirade and the right to a fair trial. ,0.32857142857142857
LAURIE,Character,Loomis calling for his execution didn't persuade you? ,0.0
OFFICER HAWKINS,Scene,"I used to believe that due process balanced the power of the law of the land. I'm not so sure anymore. Sartain turns and walks to the passenger seat of Hawkins' car, leaving Laurie standing with Hawkins and Barker. ",0.1875
LAURIE,Character,I prayed everyday that he would escape. ,-0.2
OFFICER HAWKINS,Scene,What the hell did you do that for? ,0.0
LAURIE,Character,So I could kill him. The Sheriff shakes his head.   Hawkins considers this for a moment. 68. ,0.0
OFFICER HAWKINS,Scene,"Well, that was a dumb thing to pray for... As he gets into his car... ",-0.375
DR. SARTAIN,Scene,Will you come with us? ,0.0
LAURIE,Character,No. I need to protect my family. ,0.0
SHERIFF BARKER,Character,"We have you covered, ma'am. ",0.0
HIGH SCHOOL. FOOTBALL FIELD. NIGHT.,Scene,Allyson tries to get her phone to work. Dried cheese chunks in the charger port. Cameron jogs up. Wig in hand. He's drunk. ,-0.26666666666666666
CAMERON,Character,Just put it in a bag of rice. It'll be fine. ,0.4166666666666667
ALLYSON,Character,I leave you alone for literally two minutes and you run to talk to the one girl that stresses me out. Then you break my phone?! ,0.0
CAMERON,Character,Listen. I had too much gin. I told you. Kim was talking to me. She came on to me. I'm trying to be respectful that she still has feelings. I'm sorry. She already has eating issues and I don't want to make it worse. What was I supposed to do? She looks at her phone. ,-0.05000000000000002
ALLYSON,Character,It's ruined. It's totally sticky with fucking Velveeta on it. ,-0.3
CAMERON,Character,"Good! Now we actually have to blab to each other. Seriously. Let's have some fun. Please. If we don't this is a completely degrading experience. I'm serious. 69. Cameron looks heartbroken, frustrated. She smiles. He leans in for a kiss. At that moment, a SPOTLIGHT shines on them. TWO PATROL CARS pull up in front of the football field. FOUR COPS pull out flashlights and approach Cameron and Allyson. ",-0.027083333333333327
OFFICER #1,Scene,You guys gotta clear out of here. Party's over! Gotta clear out! ,0.12500000000000003
OFFICER #2,Scene,Curfew has been put into place. It's not safe! You guys need a ride home? ,-0.3125
ALLYSON,Character,What's happening? Why aren't we safe? Why do we need to go? ,0.5
OFFICER #1,Scene,Because I fuckin' said so. It's not safe to be on the streets. We need you to get home. Now. ,-0.25
ALLYSON,Character,We were just leaving- Cameron interrupts. ,0.0
CAMERON,Character,No we weren't. Dude. We're in the middle of a fight and we were at the point of a breakthrough when you shined that goddamn flashlight in my face! Why you gotta be dicks- ,0.0
ALLYSON,Character,Cameron! The cops look at each other and then engage. ,-0.125
OFFICER #1,Scene,You okay ma'am? ,0.5
OFFICER #2,Scene,Who's your smart ass friend? Come here! ,0.26785714285714285
(RECOGNIZES HIM),Scene,Cameron Elam? Of course. Elams always running their mouths. 70. ,0.0
OFFICER #2 (CONT'D),Scene,It's been about 48 hours since we got a complaint about your place. ,-0.3
CAMERON,Character,Oh yeah? ,0.0
OFFICER #2,Scene,That's a pretty dress you got on. Your mom dress you up like that? The officers start laughing. Cameron shifts darker. ,0.25
CAMERON,Character,Go fuck yourself. ,-0.4
OFFICER #2,Scene,What did you say? ,0.0
CAMERON,Character,You say anything about my family again and I'll- ,0.0
OFFICER #2,Scene,I know exactly what you'll do. Assault a police officer. You'll sit on the roof of your garage and throw rotten eggs at me like you did last time. ,0.125
CAMERON,Character,I was ten years old and made you look like a bitch in front of your entire department. The Officer slams Cameron to the ground. Oscar shows up. A dozen KIDS behind him. ,-0.07500000000000001
OSCAR,Character,Cameron? What's up dude? Are you being misunderstood again. This is a heartbreaking case of mistaken identity Your Honor. ,0.0
OFFICER #2,Scene,,0.0
(IGNORING OSCAR),Scene,Take him in. He's drunk off his ass on school grounds. We don't have time for this shit. Allyson can't believe it. ,-0.35
CAMERON,Character,Are you serious? Are you fucking serious?!! Allyson! 71. Cameron looks to Allyson only she's pissed and turns away. Cameron looks to Oscar. ,-0.32812499999999994
OFFICER #2,Scene,Who's the little bitch now? ,-0.1875
CAMERON,Character,"Oscar! Get her home safe, man. ",0.5
OFFICER #1,Scene,Party's over! ,0.0
CAMERON,Character,Get her home! Oscar and Allyson take off through the bleachers. ,0.0
NELSON HOUSE. NIGHT,Character,Shanah opens the door and finds Laurie. ,0.0
SHANAH,Character,Mom! Do we have to do this- Shanah notices FOUR POLICE OFFICERS in the street behind her. ,-0.4
LAURIE,Character,"I never wanted you to be scared, baby. Never. Just prepared. Laurie takes her hand. ",0.0
LAURIE (CONT'D),Scene,Where's Allyson? Shanah throws her mother a look of concern. ,0.0
LAURIE (CONT'D),Scene,Where's Allyson?! ,0.0
NELSON HOUSE. LIVING ROOM. MOMENTS LATER.,Scene,Shanah on the phone: ,0.0
SHANAH,Character,,0.0
(INTO PHONE),Scene,"Allyson, you need to call me the second you get this. The police said the dance was evacuated and I haven't heard from you. We're heading to your Grandmother's house. We're worried about you. 72. Shanah hands the phone to Laurie to speak: ",0.0
LAURIE,Character,,0.0
(INTO PHONE),Scene,"Where are you, baby? There are police officers at your house. Get to them and they'll bring you to us. We're all together now. We love you... Her dialog bleeds over image of the next scene. ",0.25
NEIGHBORHOOD. NIGHT.,Scene,Oscar and Allyson walk down the sidewalk. Oscar carries a case of beer. ,-0.15555555555555559
LAURIE (O.S.),Scene,Wherever you are... It's not safe outside tonight. ,-0.125
OSCAR,Character,"This is an amazing night, right?! Don't you just love Cameron? ",0.48571428571428577
ALLYSON,Character,No. I think he's a jerk. ,0.0
OSCAR,Character,He's cool. So bad ass. But I can tell you're pissed about your phone. He plopped it into the chili con queso. ,-0.17499999999999993
(BEAMING),Scene,Classic Cameron! ,0.20833333333333331
ALLYSON,Character,"I'm tired of people letting me down. You give them the benefit of the doubt and think they're going to be different, but then they show you who they truly are. Cameron doesn't want people to judge him, but then he acts like a jerk. Gets drunk, gets arrested. Oscar stops. She turns. ",-0.2638888888888889
OSCAR,Character,"You deserve better. You're the smartest, most beautiful girl at school. Anyone that doesn't appreciate that is crazy. 73. She considers this and smiles. ",0.3125
ALLYSON,Character,"Thanks Oscar, that's sweet. ",0.275
OSCAR,Character,Check it out. 5.0. Let's detour this rendezvous. HAWKINS' SQUAD CAR drives by just as Allyson and Oscar cut between two houses. ,0.0
HAWKINS' SQUAD CAR (MOVING). NIGHT.,Scene,Hawkins is patrolling the streets. Dr. Sartain rides shotgun and holds a spotlight scanning for signs of Myers. ,0.0
OFFICER HAWKINS,Scene,"From a clinical perspective, would you say that Laurie Strode has lost her fucking marbles? ",-0.6
DR. SARTAIN,Scene,There are many ways for tragedy to change a victim. They can grow accustomed to always being afraid. They can become weak or they can become strong. But there is also the other side. ,-0.040277777777777794
OFFICER HAWKINS,Scene,What side is that? ,0.0
DR. SARTAIN,Scene,"The core of the victimizer. This is what has intrigued me through my studies. How does a crime like Michael's change him? What is he feeling? Is he on a random path or is he emotionally driven? Triggered by something. Some unheard marching order imprinted on his very being? Evil incarnate. Michael and I had a special connection, but without his verbal participation there was a side of his mad journey that I could never understand. ",-0.2613095238095238
OFFICER HAWKINS,Scene,"Walk a mile in another man's shoes, or something like that, right? Not for me, brother. 74. ",0.2857142857142857
DR. SARTAIN,Scene,Tell me what become of his childhood home. ,0.0
OFFICER HAWKINS,Scene,That old place was a shrine kinda- thing but for serial killer groupies and death metal bands. Vandals got the best of it. A local organization that I work with tore it down and turned it into a community garden. Turned tragedy into beauty if you can consider it. ,0.23611111111111113
NEIGHBORHOOD. BACKYARD. NIGHT.,Scene,"Oscar jumps over the BLACK IRON FENCE into a backyard. He awkwardly handles his beer. He sets it down and looks around. In the moonlight, he makes out the fence way at the opposite end. Allyson climbs up to cross over. ",-0.18444444444444444
OSCAR,Character,Watch out for the poison ivy. It's all over. ,0.0
ALLYSON,Character,This is a dumb short cut. ,-0.1875
OSCAR,Character,Treacherous. Let me give you a hand. Oscar reaches up to help her down from the fence. She almost slips. He catches her and lowers her down safely. ,0.06296296296296294
ALLYSON,Character,Thanks. He doesn't let go. He grins at her. ,0.2
ALLYSON (CONT'D),Scene,What? What are you doing? ,0.0
