Scene Description,Type,Content,Sentiment Score
DEAN,Character,Hello! Everyone applauds and gives Dean their attention. ,0.0
DEAN (CONT'D),Scene,"Achem! Once again, I want to thank you all for coming. Words cannot express how much it means to us that after all these years we can all still get together and share. I'm reminded of stories of how the knights of old would gather in honor of a new crusade... ",0.14545454545454548
GAZEBO. DAY.,Scene,"During Dean's speech, Chris wanders away from the group. ",0.0
JIM,Character,"Ignorant shit... Chris hadn't seen Jim Hudson, the blind man, who sits in the gazebo with his seeing eye dog. He is close to Chris, but far enough away from the group that no one else hears them. ",-0.15
CHRIS,Character,Who? ,0.0
JIM,Character,All of them. Ignorant assholes. They have no idea what real people go through. ,0.2
CHRIS,Character,I guess people only see what's in front of them. Chris notices his faux pas. 53. ,0.0
CHRIS (CONT'D),Scene,I mean... ,-0.3125
JIM,Character,"Heh. No, you're right. And usually not even that much. That's people. Jim holds a glass up. Chris fist bumps the glass. ",0.2035714285714286
JIM (CONT'D),Scene,Jim Hudson. ,0.0
CHRIS,Character,,0.0
CHRIS-,Character,,0.0
JIM,Character,I know who you are. I'm an admirer of your work; you have a great eye... ,0.8
CHRIS,Character,Wait. Jim Hudson... of Hudson Galleries? Jim smiles. ,0.0
JIM,Character,The irony of being a blind art dealer isn't lost on me. ,-0.5
CHRIS,Character,How do you do it? ,0.0
JIM,Character,I have an assistant describe work to me. You've got something... The images you capture... so brutally melancholic. Powerful stuff. ,-0.2875
CHRIS,Character,"Thank you. Yeah, I just like finding the beauty in abandoned things. ",0.0
JIM,Character,"I used to dabble myself. Wilderness mostly. I submitted to Nat Geo 14 times before realizing I didn't have ""the eye"" for it; Began dealing. And then, of course, my vision went to shit. ",0.15
CHRIS,Character,Damn. 54. ,0.0
JIM,Character,"I know. Life can be a sick joke. One day you're working in a dark room, and the next day - BAM. You wake up in the dark. Genetic disease. ",-0.25357142857142856
CHRIS,Character,"Shit ain't fair, man. ",0.24999999999999997
JIM,Character,"Yeah. Jeremy comes over with his preppy friend, Derrick, 29. ",0.0
JEREMY,Character,"Chris, we need you... ",0.0
CHRIS,Character,"Yeah, sure. ",0.5
(TO JIM),Scene,Nice to meet you. ,0.6
JIM,Character,Stop by the gallery some time. Bout time you had a solo show. ,0.0
CHRIS,Character,"Really? Wow, okay. Thank you. That would be a game changer. ",0.06666666666666665
JIM,Character,I think we could do wonderful things together. ,1.0
BACKYARD - LATER,Scene,"Chris and Rose play badminton against Jeremy and Derrick. A gaggle of party guests watch, entertained. Chris is actually having fun. He swings big but misses the shuttlecock. ",0.22499999999999998
JEREMY,Character,HA! Come on. You can do better than that! ,0.625
CHRIS,Character,"Not my game, what can I say. ",-0.4
JEREMY,Character,"Yeah, I see that. ",0.0
ROSE,Character,Shut up Jeremy. 55. ,0.0
JEREMY,Character,"I'm just saying, if your boy isn't gonna bring his `A' game, we might as well bring Mom up here. ",-0.4
CHRIS,Character,"Whoa, whoa, okay. Now we talkin' smack huh? Chris serves the shuttlecock hard. The following rally is long, captivating the crowd. Chris ends it with an impressive diving swat. Derrick misses the return and the crowd goes wild. Chris throws his arms up in celebration. ",0.2511904761904762
CHRIS (CONT'D),Scene,Boom! ,0.0
ROSE,Character,"Yay, baby! ",0.0
JEREMY,Character,"See, that's what I'm talking about!!! Okay, again! Chris is about to serve. He scans the crowd of beaming faces. Everyone is rooting for Chris. They love him. Chris scans the crowd. It's too much. ",0.44166666666666665
CHRIS,Character,Hold up. Here. ,0.0
ROSE,Character,Where are you-- ,0.0
CHRIS,Character,I'm gonna go to the bathroom. Chris gives his racket to Gordon Greene. ,0.0
ARMITAGE HOUSE - KITCHEN - DAY,Scene,Chris walks through the kitchen. ,0.0
ARMITAGE LIVING ROOM - DAY,Scene,"Chris slips past several small groups of guests mingling. He goes up the stairs to the second floor. As soon as he are out of sight and earshot, the mingling guests stop in mid-conversation. Everyone in the room waits and listens to CHRIS' FOOTSTEPS above. It is now clear that their conversations have been fake. They are all hanging on Chris' actions. 56. ",-0.12857142857142856
ARMITAGE UPSTAIRS HALLWAY - DAY,Scene,Chris walks to Rose' room. ,0.6
ROSE'S BEDROOM - DAY,Scene,Chris exits the bathroom in Rose's room. The bed is made. He picks his phone up from the dresser. It's unplugged and out of batteries. That's odd. He plugs it in again as he hears a CREAK down the hall. ,0.0925925925925926
ARMITAGE UPSTAIRS HALLWAY - DAY,Scene,"Chris leaves Rose's room. A door at the end of the hallway is a crack open. Chris slowly walks down the hall, and peers inside. A couple lacrosse trophies and one for ju-jitsu. Jeremy's room. Movement inside. It's Georgina making the bed. The door creaks alerting her of his presence, she turns slowly. Before she sees him he walks quickly back to Rose's room just as she comes upstairs. ",0.06349206349206347
ROSE,Character,Hey! You okay? Chris waves for her to join him back in her room. ,0.25
ROSE'S BEDROOM - DAY,Scene,Chris speaks quietly and frantically to Rose. ,0.3
CHRIS,Character,"The housekeeper unplugged my phone. Rose sighs. ""Not this again."" ",0.6
CHRIS (CONT'D),Scene,"I'm trying to check in with Rod, and I got no juice. ",0.0
ROSE,Character,I'm sure it was an honest mistake. ,0.55
CHRIS,Character,"Yeah, or maybe not. Maybe she doesn't like the fact that I'm with you. ",0.0
ROSE,Character,Chris... 57. ,0.0
CHRIS,Character,What? It's a thing. ,0.0
ROSE,Character,You think my family's housekeeper gives a shit who you're with? That's crazy bae. Chris sits on the bed and rubs his forehead. ,-0.4
CHRIS,Character,Forget it. Nevermind. ,0.0
ROSE,Character,"Look, I get it. This whole thing is stressful. I mean, they're circling you like hyenas down there. I just don't get why you're taking it out on George and Walter. ",-0.08935185185185186
CHRIS,Character,,0.0
(PASSIVE AGGRESSIVE),Scene,You're right. I'm being paranoid. I just need a minute and I'll be down. ,0.06507936507936506
ROSE,Character,Fine. Rose leaves a little annoyed. ,0.10729166666666665
CHRIS' APARTMENT - DAY,Scene,Rod eats a cheeseburger and watches a true crime show on Chris' couch with Sid the dog. His PHONE RINGS. ,0.35
ROD,Character,Hey. ,0.0
INTERCUT WITH:,Scene,,0.0
ROSE'S ROOM - SAME TIME,Scene,Chris is alone in Rose's room. He peers out the window. ,0.6
CHRIS,Character,Bruh. What's up? ,0.0
ROD,Character,Not much. Sid's chillin'. We eatin' burgers. What's up with you? 58. ,-0.1
CHRIS,Character,Yeah... ,0.0
ROD,Character,Uh oh. That doesn't sound good. ,0.55
CHRIS,Character,They just got me over here meeting all the family friends. It's like they never met a black dude that doesn't work for them or some shit. ,-0.18333333333333335
ROD,Character,"Oh, they got you on display? ",0.0
CHRIS,Character,"Exactly. Also, I got hypnotised last night... ",0.125
ROD,Character,"Nigga, what the fuck? Oh, Hell no! ",-0.5
CHRIS,Character,"Yeah, to quit smoking. Rose's mom is a hypnotherapist-- ",0.6
ROD,Character,--Nope. I don't give a fuck if she's Dr. Drew up in this bitch. You ain't getting in my head. ,-0.4
CHRIS,Character,(Seeing Rod's point) Right. ,0.2857142857142857
ROD,Character,Who knows what they'll make you do. You know white people into some crazy sex slave shit. Chris laughs. ,-0.26666666666666666
CHRIS,Character,"Yeah, I'm like 99% sure they're not a kinky sex family, but- ",0.5
ROD,Character,"Why not? Jeffery Dahmer ate niggas' heads, but that was after he fucked the heads. ",-0.6
ROD (CONT'D),Scene,You think they saw that shit coming? Hell no. ,-0.2
(MORE),Scene,59. ,0.0
ROD (CONT'D),Scene,"One second they think they just gonna suck some dick, next second they sucking dick but their head isn't on their body Chris. ",0.0
CHRIS,Character,"And thanks for that image, right there. ",0.24285714285714285
ROD,Character,"I saw that on A&E, so that's real life. ",0.2
CHRIS,Character,It's the black people out here that are the weirdest. The help. It's like they're possessed or... ,-0.16666666666666666
ROD,Character,Hypnotised. ,0.0
CHRIS,Character,,0.0
(DRY),Scene,,0.0
HA HA--,Character,,0.0
ROD,Character,I'm just connecting the dots you presenting me with. The mom puttin' trances on niggas and fuckin' them. It's clear as day and that's fucked up. She hot? ,-0.08333333333333331
CHRIS,Character,What's fucked up is: You're the first line of defense against terrorism. ,-0.175
ROD,Character,This is good shit tho. ,0.24999999999999997
CHRIS,Character,"Oh, and the one other black guest is like the whitest-most dude at the party. Rod laughs. ",-0.14583333333333331
CHRIS (CONT'D),Scene,"I mean Rod, if you could see what this dude is wearing. ",-0.3125
ROD,Character,Send me a picture. You are a photographer. ,0.0
(MORE),Scene,60. ,0.0
ROD (CONT'D),Scene,You should be documentin' this shit. ,-0.2
CHRIS,Character,,0.0
(AMUSED),Scene,Aiight. I'll try. ,0.0
ROD,Character,"And yo, don't say I didn't warn you `cause my ass sure as Hell ain't coming up to the country to save you from no fuckin' witch coven... Unless the mom's hot. She hot? ",0.3333333333333333
CHRIS,Character,"Thanks Rod, bye. Chris hangs up and brings his phone with him. He opens the door. Georgina stands right outside it, eerie smile and all. Chris is startled. ",0.05714285714285714
GEORGINA,Scene,Hello. ,0.0
CHRIS,Character,Hi. Georgina's voice is shaky and careful. ,-0.21666666666666667
GEORGINA,Scene,I owe you an apology. I shouldn't be touching things that don't belong to me. ,0.5
CHRIS,Character,"Oh, no. It's cool. I was just confused. ",-0.025000000000000022
GEORGINA,Scene,"I lifted your cellular phone this morning to wipe down the dresser and it accidentally came undone, see? ",-0.15555555555555559
CHRIS,Character,"Yeah, I-- ",0.0
GEORGINA,Scene,"Rather than meddle with it further, I left it that way. 61. ",0.0
CHRIS,Character,"Really, it's okay. I didn't mean to rat you out. Georgina eyes get lost for a moment. There's a pain behind her smile. ",0.02187499999999999
CHRIS (CONT'D),Scene,...get you in trouble. ,-0.2
GEORGINA,Scene,"Oh no, no, no, no, no, no... Aren't you the sweetest thing? Not at all. The Armitages are so good to us; They treat us like family. ",0.7
BACKYARD - AFTERNOON,Scene,Chris walks back into the back yard where Dean entertains seven people Chris hasn't met. They turn as Chris approaches smiling eagerly. They all seem to share a private joke. ,0.0
DEAN,Character,"Chris! There you are. I wanted to introduce you to some old friends. We'll do it quickly. Down the line: David and Marcia Wincott, Ronald and Celia Jeffries, Hiroki Tanaka, and Fredrich and Jessika Walden. Each couple - DAVID and MARCIA, RONALD and CELIA, HIROKI, FREDRICH and JESSIKA - waves as they are named. ",-0.02777777777777779
CHRIS,Character,Too many names to remember but... The couples all laugh nervously. ,0.4
HIROKI,Character,(to Dean in Japanese) Can we ask him questions? ,0.0
DEAN,Character,,0.0
(JAPANESE),Scene,Of course. ,0.0
HIROKI,Character,Do you find that being African American has more advantages or disadvantages in the modern world? Chris pans the crowd who all give him their undivided attention. The silence is long. Chris sighs. He looks for Rose. She is off talking to someone. 62. ,0.20833333333333334
CHRIS,Character,"Yeah, I don't know, man. They all smile like hungry vampires. Chris is very uncomfortable with this unprovoked group interrogation. Andre/ Logan and Phil approach. ",-0.17500000000000002
CHRIS (CONT'D),Scene,That's actually a great question. Logan! They were asking me about the African American experience. Maybe you could take this one. Andre/Logan is a little caught off guard but dives in. ,0.203125
ANDRE/LOGAN,Character,"My life as an African American has been, for the most part, very good. It's hard to be too specific as I haven't much desired to leave the house in a while. The crowd chuckles. Chris takes out his phone. ",0.1883333333333333
PHIL,Character,We've become homebodies... ,0.0
ANDRE/LOGAN,Character,,0.0
(TO PHIL),Scene,"But recently, even when you go to the city, I've just had no interest. (To the group) The chores are my sanctu-- With the attention on Andre/Logan, Chris subtly backs away from the conversation. He raises his phone toward Andre/Logan and the group and snaps a picture. The FLASH POPS. ",-0.16666666666666666
CHRIS,Character,Shit. Everyone turns to Chris. Andre/Logan steps forward and looks at Chris oddly; His head cocks a little and his peaceful expression drifts slowly to maddened horror. Some of the party guests gasp. ,-0.12083333333333335
PHIL,Character,"Logan? Andre/Logan drops his glass and stumbles towards Chris. Chris backs up, but Andre is already up in his space. 63. ",0.0
ANDRE,Character,"Get out. Andre/Logan's voice is higher and scratchy, like it was in the first scene. ",0.25
CHRIS,Character,"Hey, man, I'm sorry, I-- Andre/Logan grabs Chris by the shoulders and screams shrilly. Blood trickles out of his nose. ",-0.5
ANDRE,Character,,0.0
GET THE FUCK OUT OF HERE!!!!,Scene,Phil and Jeremy grab Andre. They have to pry Andre/Logan's grip off of Chris. When they do Andre/Logan screams bloodcurdlingly. It takes all their strength to bring him into the house. Missy and Dean follow. ,0.0
LIVING ROOM - AFTERNOON,Scene,Rose sits on the couch. She's been crying. Chris comforts her but is clearly traumatised. A few other concerned guests mill around. Dean enters everyone gives him their attention. ,0.034999999999999996
ROSE,Character,What the Hell was that? ,0.0
DEAN,Character,It was a seizure. ,0.0
ROSE,Character,A seizure? ,0.0
DEAN,Character,Yes. Logan's okay. Missy's with him now. Are you okay Chris? ,0.5
CHRIS,Character,Yeah. Why did he come at me like that? ,0.0
ROSE,Character,"Yeah seizures don't make people attack people, I'm sorry. ",-0.275
DEAN,Character,"It was an abnormal manifestation but yes, actually, sometimes they do. The flash on your phone must have triggered it. Andre/Logan enters with stands with Missy and Phil to a smattering of concerned applause. 64. He addresses a group in his lower pitched ""Logan"" voice. ",0.0
ANDRE/LOGAN,Character,"Well, I do believe I owe you all an apology. The group grumbles. ",0.0
MISSY,Character,We're just glad you're feeling yourself again. ,0.5
ANDRE/LOGAN,Character,Well yes I am. It's quite like being trapped in a dark room and watching my experiences through a window. Thank God you and Dean were here to calm me down. ,-0.05138888888888888
DEAN,Character,It's a simple glitch of the brain. Nothing to be afraid of. ,-0.3
ANDRE/LOGAN,Character,I know I scared you all quite a bit.. especially you Chris. ,0.0
CHRIS,Character,"No, I'm sorry about the flash. I didn't know. ",0.25
ANDRE/LOGAN,Character,Of course. How could you have? ,0.0
PHIL,Character,(to Andre/Logan) You shouldn't have been drinking either. The group chuckles. ,0.0
ANDRE/LOGAN,Character,"As I said I'm feeling much better now, but you'll all have to proceed without the aid of my marvellous wit; the whole thing has left me a quite a bit exhausted. ",0.07499999999999998
DEAN,Character,Of course. ,0.0
ANDRE/LOGAN,Character,It was nice meeting you. 65. ,0.6
CHRIS,Character,"Yeah, you too. Chris is skeptical. Missy shows Phil and Logan out. Andre and Phil leave. ",-0.5
DEAN,Character,Let's do sparklers shall we? Brighten the mood? He gives Chris and Rose sparklers and to other people who light them. ,0.2916666666666667
ROSE,Character,Let's go. Rose takes Chris' hand. ,0.6
MISSY,Character,Anybody need a drink? ,0.0
ROSE,Character,"We're going on a walk. Rose grabs Chris' hand and leads him out the front door. The party guests in the living room, Dean and Missy included, go silent. As their sparklers burn they approach the window, watching Rose and Chris leave the front yard. ",0.39999999999999997
LAKESIDE - AFTERNOON,Scene,Rose and Chris walk by the lake. Their sparklers fizzle. ,0.6
CHRIS,Character,My cousin is epileptic. That wasn't a seizure. ,0.0
ROSE,Character,Honestly? That was one of the strangest things I've ever seen in my life. ,0.6
CHRIS,Character,"Also, this is gonna sound weird, but when he got up in my face like that, I got the feeling like I knew that guy. 66. ",-0.04999999999999999
BACK YARD. SAME TIME,Character,"With Chris and Rose are away, the party guests have all gathered in the back yard facing Dean who stands by a large picture of Chris on an easel. Everyone is silent. Dean raises his hand and makes numbers with his fingers: ""Three and three."" Several party guests raise their hands. Dean points to the Waldens. This is an auction. ",0.16285714285714287
LAKESIDE - SAME TIME,Scene,,0.0
CHRIS,Character,Let's go back home tonight. ,0.0
ROSE,Character,"What? Wait, no. ",0.0
CHRIS,Character,I'm just... Something doesn't feel right. ,0.2857142857142857
ROSE,Character,You mean with us? ,-0.3125
CHRIS,Character,No. With this whole situation! I just... I can't explain but I need you to trust me. Let's just go. It doesn't even have to be a big deal. ,0.125
ROSE,Character,It is a big deal. It's my family. I wouldn't even know what to tell them. ,0.0
BACKYARD - SAME TIME,Scene,"Dean raises his hand again making more numbers with his fingers: ""4, 5."" Gordon Greene raises his hand. Dean points to him accepting his bid. 67. ",0.5
LAKESIDE - SAME TIME,Scene,,0.0
ROSE,Character,"Yes, it's weird. There are a lot of ways I wish this was going different. I wish my brother wasn't a cock. I wish my parents friends were chill; but just because it's tough, it doesn't mean you run away... Rose cries. ",-0.12027777777777778
CHRIS,Character,"Baby, I-- ",0.0
ROSE,Character,...I'm late. ,-0.3
CHRIS,Character,Late? ,-0.3
ROSE,Character,I should've got my period like last week. ,0.0
CHRIS,Character,Oh. ,0.0
ROSE,Character,"I mean, I did change my birth control, so it could just be that, but... Chris thinks silently. ",-0.15625
ROSE (CONT'D),Scene,So...? ,0.0
CHRIS,Character,I don't know what to say. ,0.0
ROSE,Character,Okay... Try any emotional response whatsoever. He's silent. Rose wipes her tears. ,0.275
ROSE (CONT'D),Scene,If you wanna go then go. I'm not going to force you to stay but I'm not leaving. 68. ,0.0
BACKYARD - SAME TIME,Scene,"The auction is flying now. Dean's hand signals are going fast. It's down to three couples. Dean signals ""5, 6."" Mr. Greene raises his hand. Dean points. Dean signals ""5, 8."" Mrs. Deets raises her hand. Dean points. Dean signals ""6."" Jim Hudson raises both his hands and signals ""10."" His chauffeur stands beside him whispering in his ear. Dean points at him. Dean scans the crowd signalling ""10, 2?"" ""10, 2?"" The crowd looks around. No one is challenging. Dean smiles. Finally Dean bangs his fist onto his open palm and points to Jim Hudson. Jim's chauffeur whispers in his ear. The guests clap in a mixture of delight and disappointment. ",-0.009259259259259264
LAKESIDE - DUSK,Scene,Chris and Rose sit watching the sunset over the lake. Chris kisses her hand. He hears the faint APPLAUSE in the distance. He looks in the direction of the house. ,0.04999999999999999
CHRIS,Character,I told you about the night my mom died. How I didn't call 911; didn't go out looking for her. ,0.0
ROSE,Character,,0.0
BABY--,Character,,0.0
CHRIS,Character,"One hour went by, then two, three... I just sat there... I just watched TV. ",0.0
ROSE,Character,It wasn't your fault-- ,0.0
CHRIS,Character,I found out later she had survived the initial hit. ,0.0
CHRIS (CONT'D),Scene,"She laid there bleeding by the side of the road all night, cold and alone. And that's how she died in the early morning... Cold and alone. And I was watching TV. ",-0.3666666666666667
(MORE),Scene,69. ,0.0
CHRIS (CONT'D),Scene,"There was time. If someone was looking for her, there was time. But no one was looking. Chris cries. Rose embraces him. ",0.6
ROSE,Character,You were just a kid. ,0.0
CHRIS,Character,"Yeah... yeah. So, I'm not gonna leave here without you. I`m not going to abandon you. Never. They share a moment of pure love. ",0.35714285714285715
ROSE,Character,Fuck it. Come on. Let's go back home. ,-0.2
CHRIS,Character,Yeah? ,0.0
ROSE,Character,"Yeah. I mean, you're right. This sucks. I'll go back with you. I'll make something up. ",-0.08169642857142857
CHRIS,Character,I love you. ,0.5
ROSE,Character,I love you too. The two get up and walk back toward the house. ,0.25
FRONT LAWN - DUSK,Scene,Chris and Rose approach the house as the last of the guests get into their cars and drive off. The fireflies are out. ,0.3
CHRIS,Character,That was fast. ,0.2
ROSE,Character,"Yeah. The guests wave to Dean and Missy, who stand at the front door, and then to Chris and Rose. Lisa Deets, the trophy wife, is tipsy. Nelson is in their car. 70. ",0.6
LISA,Character,Bye Chris! It was a pleasure meeting you. I hope you-- Chris and Rose wave. ,0.6
NELSON,Character,"Come on, Lisa. Before you say something stupid. Chris laughs. Walter shuts the car door behind Lisa. Walter stands pleasantly watching the cars leave. He turns to Chris with the same `ol smile. Chris and Rose enter the house. ",0.07222222222222222
ARMITAGE BATHROOM - DUSK,Scene,"Sink running. Chris washes his hands and looks in the mirror. His phone SIGNALS a text message from Rod. It's picture from the internet of witches in a circle around a man being sacrificed followed by the text message. ""You dead yet?"" Chris texts back. ""Bruh, you have no idea."" He finds the picture he took of Logan/Andre on his phone and sends it. Moments later, his phone vibrates. ",-0.06666666666666667
INTERCUT WITH:,Scene,,0.0
CHRIS' APARTMENT - DUSK,Scene,Rod is on the phone. ,0.0
ROD,Character,That's Dre. ,0.0
CHRIS,Character,Dre? ,0.0
ROD,Character,Andre um... Hayworth! Yeah! He used to kick it with Veronica. ,0.0
CHRIS,Character,Veronica from... ,0.0
ROD,Character,...Teresa's sister! Worked at the movie theatre on 8th; ,0.0
ROD (CONT'D),Scene,"got us into the movie a couple of times; Rush hour 2 and, um Usual Suspect. 71. ",-0.25
CHRIS,Character,Yeah. That is him. But... ,0.0
ROD,Character,...But what? ,0.0
CHRIS,Character,This is so fuckin' crazy. He's different now. ,-0.3
ROD,Character,Different? How? ,0.0
CHRIS,Character,"Different. Slower... I mean he was street; now he's all like... white- seeming. Oh, plus he's gay! ",0.05208333333333334
ROD,Character,"No, he ain't. ",0.0
CHRIS,Character,"I'm telling you: He's gay, I met his man. He's-- ",0.4166666666666667
ROD,Character,"Chris, you in a fucked up Eyes Wide Shut situation. You need to--. The phone goes dead. No batteries. ",-0.3
ROSE'S BEDROOM - NIGHT,Scene,"Chris' phone lays on the dresser plugged in. He's in a hurry now. He packs his small bag and looks out the window. One car remains parked in the designated parking area. It's the first to have arrived for the party: Jim Hudson's. The driver brings the dog to the back seat. He gets a green envelope from the glove compartment and brings it to Missy at the front door. She accepts it silently. The driver drives away without Jim. Chris goes to leave Rose's room. Her closet creaks open. Chris sees a framed picture of Rose inside. Not quite knowing what he's looking for, he goes to the closet. The picture is a frightening one. Rose is one of the witches in a high school production of Macbeth. It's on top of a red shoebox that has the drama/comedy masks drawn on top of it. He takes it off of the shelf. Inside is a pile of pictures. On top is one of Rose dressed as Juliet in a high school play. 72. The next one is of Rose at 13 playing Ms. Hannigan in Annie. Chris flips through a few more pictures of Rose at different ages in different class plays. Finally Chris comes upon a photo printed from a computer. It's a selfie of her and some other black guy. The picture is almost identical to the one she took with Chris before the ride up. Under the image are written the words. ""X-mas 2014"" Stunned, Chris flips to the next picture. It's another romantic selfie, this time with a different black guy. Underneath, the caption ""Memorial Day 2013"" He continues flipping through the stack of pictures of Rose with 8 different black guys. The last one is a picture of Rose with Walter. In it she kisses Walter's cheek intimately. ""Thanksgiving 2009"" Walter looks different in the picture. He isn't smiling vaguely; he's got swagger. ",0.13576923076923073
ROSE,Character,,0.0
(EMOTIONLESS),Scene,What are you doing? Rose stands there in the doorway behind him. Chris subtly drops the pictures back in the shoebox. ,-0.03333333333333334
CHRIS,Character,Um... Looking for my camera. Rose points to her desk. He grabs his bag and the camera. ,0.6
CHRIS (CONT'D),Scene,Where are the keys..? I gotta put our bags in the trunk. ,0.0
ROSE,Character,Walter can do that. ,0.0
CHRIS,Character,"Nah, I'll do it. Rose is truly distant for the first time. A different person. She is methodical and emotionless. The jig is up, and now she is now phoning it in. ",0.1875
ROSE,Character,"I was just looking for them. I'm such a mess, will you help me? Chris walks out the door, leaving Rose. 73. ",0.14166666666666666
FOYER/LIVING ROOM - NIGHT,Scene,Rose follows Chris down the stairs. ,0.2222222222222222
ROSE,Character,Chris... What's wrong? ,-0.5
CHRIS,Character,Nothing. Jeremy stands near the front door twirling his lacrosse stick. Dean and Missy sit in the living room. ,0.1
JEREMY,Character,Where are you going? The party's just getting started. ,0.0
CHRIS,Character,I'm going to the car; see if we left the keys in there. ,0.0
MISSY,Character,I just made tea. ,0.0
CHRIS,Character,I'm good. The family is silent. Missy's glare pierces Chris. He avoids eye contact. ,0.35
ROSE,Character,"Oh, I know where they are. In my bag. Duh. ",-0.3
MISSY,Character,You're leaving us. ,0.0
CHRIS,Character,Yeah. ,0.0
MISSY,Character,Is something wrong? ,-0.5
CHRIS,Character,"No. Well, yeah... Um. ",0.0
ROSE,Character,,0.0
(STILL BLANK),Scene,His dog is not well. He needs to go to the vet first thing in the ,0.25
MORN--,Character,"Dean hits play on the sound system. Darkly valiant classical music begins. He standing in front of the fireplace. 74. Lost in the fire, Dean begins conducting the music. ",0.08333333333333333
DEAN,Character,"What is your purpose, Chris? ",0.0
CHRIS,Character,What? ,0.0
DEAN,Character,In life? What is your purpose..? ,0.0
CHRIS,Character,"Right now, it's finding the keys. ",0.2857142857142857
DEAN,Character,"We've been looking for our purpose for such a long time. Fire has mesmerized man since the Stone Age. It is a reflection of our impermanence in the world. Fire is born, it breathes and then it dies. ",-0.025
CHRIS,Character,Rose... Rose lamely rummages through her bag. ,0.2333333333333333
ROSE,Character,I'm looking. ,0.0
CHRIS,Character,"Rose, what is this shit?! ",0.175
DEAN,Character,"There's a reason we worship the Sun, Chris. He who lights the way through the darkness of life. He in all his glory was around long before us and will be here long after we are gone, but he too will die some day! That's right even the Sun God will die. It is no less mortal than we, but it inspires us to defy it! So what do we do?-- ",0.0693452380952381
CHRIS,Character,--Rose.-- ,0.6
DEAN,Character,,0.0
(UNHINGED),Scene,--What do we do?! We baptize ourselves in the firewater! ,0.0
(MORE),Scene,75. ,0.0
DEAN (CONT'D),Scene,"We bathe in his reflection, for one chance to emerge having defied death! ",0.0
DEAN (CONT'D),Scene,"You'd take that baptism wouldn't you, Chris? The baptism of immortality? ",0.0
CHRIS,Character,"I was raised Episcopalian. Chris starts toward the door, but his path is blocked by Jeremy swinging at air. ",0.0
JEREMY,Character,"Whoa! Be careful, bro. ",-0.1
MISSY,Character,"Don't hurt him, Jeremy. ",0.0
JEREMY,Character,What? I'm not doing anything. ,0.0
DEAN,Character,"Listen, Chris-- ",0.0
CHRIS,Character,--I don't know what you're saying! ,0.0
DEAN,Character,(Through tears of joyous ,0.0
MADNESS),Scene,I'm saying that we've found OUR PURPOSE!!! There must be a sacrifice! Sacrifice is essential for the righteous to achieve our true potential. A vessel must be comprised. A host must be born!!! ,0.11666666666666665
CHRIS,Character,Rose! The keys!!! Rose backs away. ,0.8
ROSE,Character,Oh baby... You know I can't give you the keys. Chris makes a run for the door. Missy CLINKS the cup with her ,0.0
SPOON.,Scene,,0.0
TING TING. TING TING.,Scene,76. The world instantly blurs around Chris. He begins to fall. He sees a flash. ,0.0
DARKNESS,Character,Chris falls through the abyss towards `The Sunken Place' again just like when he was hypnotized. The blue screen above him shows what his open eyes see. It's his own perspective falling to the floor. CRASH! The screen now shows the living room ceiling. Jeremy leans over him. ,0.1875
JEREMY,Character,Oh shit! ,-0.25
MISSY (O.S.),Scene,Is he hurt? ,0.0
CHRIS,Character,What the fuck? ,-0.4
JEREMY,Character,Did you see him drop? ,0.0
DEAN (O.S.),Scene,He hit his head pretty good. ,0.475
ROSE (O.S.),Scene,It's just a bump. He's fine. ,0.4166666666666667
CHRIS,Character,Rose!!! ,1.0
MISSY (O.S.),Scene,"Why do you push them, Dean? ",0.0
DEAN (O.S.),Scene,It's important to me that they acknowledge the purpose. ,0.4
MISSY (O.S.),Scene,Why do you think he ran? ,0.0
JEREMY (O.S.),Scene,Rose gave it away. ,0.6
ROSE (O.S.),Scene,He already knew. ,0.0
MISSY (O.S.),Scene,"Take him to the games room. Jeremy, get the legs. Dean, help him. 77. ",0.0
JEREMY,Character,I can take him alone. ,0.0
MISSY (O.S.),Scene,"No. We've already damaged him enough. Dean, please. Chris continues to fall slowly further from the screen above which continues to show his body's POV as it is being lifted by Dean and Jeremy and carried out of the room. ",0.0
CHRIS,Character,"Rose!? No, no, no, no. Shit, shit... ",0.21666666666666665
DEAN,Character,You're going to drop him. ,0.0
JEREMY,Character,No I'm not. ,0.0
MISSY (O.S.),Scene,"Be careful what you say, everyone. He can hear every word. ",-0.1
CHRIS,Character,Rose!!!! ,1.0
ROSE (O.S.),Scene,It doesn't matter any more does it? A DOOR CREAKS open. Chris' body is taken downstairs into the darkness. The screen in the abyss goes dark. ,0.11666666666666665
CHRIS,Character,"No!! Help!!! Help!!!!! Help!!!!!! Chris sinks, his screams are enveloped by the pitch back. ",-0.05
AIRPORT - SECURITY CHECK - DAY,Scene,Rod sits by the bag x-ray but stares into space distracted by thought. GARY (40) a condescending supervisor snaps his fingers in Rod's face. ,0.0
GARY,Character,Hey... two strikes. Go take 10; get it together. 78. ,0.0
AIRPORT - DEPARTURES TERMINAL - DAY,Scene,Rod smokes a cigarette and dials Chris. ,0.0
CHRIS' VOICEMAIL MESSAGE (V.O.),Scene,It's Chris. I'm away from my phone or I just don't want to talk to you. ,0.0
ROD,Character,"Sup? Making sure you good. I thought you were coming back yesterday, so hopefully you home already and just sleeping or some shit. Aiight. Let me know. ",0.25
