Scene Description,Type,Content,Sentiment Score
CHIEF BORTON,Scene,The family notified you directly? Officer Bowers nods for Travis to approach. ,0.1
OFFICER BOWERS,Character,Then I did a little investigating of my own. ,0.20625
(TO TRAVIS),Scene,"Tell him what you told me, boy. Travis doesn't know where to start. ",0.0
OFFICER BOWERS (CONT'D),Scene,"Tell him, damn it! Tell him who you last saw him with. (he turns to Chief Borton) The negro boy from outside of town. The ones who run the abatoir. ",0.0
BEVERLY'S APARTMENT - MORNING,Scene,"BEN'S HAIKU is propped on a night stand. Beverly stirs awake. Her sheets and pillows are smeared with blood. Her face crusted with dried gore. Groggy, and nearly sleep walking, she sits up and walks out without taking stock. ",-0.05
BEVERLY'S BATHROOM - MORNING,Scene,"Bev opens the door, wiping her eyes she approximates the sink, bends over to wash her face and eyes. With the first crust of blood removed from her eyelids, she looks into the mirror and let's out a choked, exhaling GASP of horror. Surrounded by brown and crusty wallpaper, is Beverly's realization that the blood was not a dream. Beverly's Mom appears in the doorway.   Beverly turns to her, speechless, in shock. 48. ",0.25
MRS. MARSH,Character,"Darling, sometimes I look at myself in the morning and think the same thing. Beverly tiptoes out of the horror scene. She shyly looks at her mother as she dries her hair over a blood-drenched sink, oblivious to it all. ",0.0
MRS. MARSH (CONT'D),Scene,Look at these roots. Beverly is speechless. ,0.0
HANDLON ABATTOIR - DAY,Scene,Puddles of BLOOD seem to lap like small waves towards us. PAN UP to reveal Mike and Leroy sweeping the blood and water out of the slaughtering pen. Officer Bowers followed by SEVERAL POLICE OFFICERS enter the facility. ,-0.125
OFFICER BOWERS,Character,Leroy Hanlon? Leroy turns and notices the officers for the first time. ,0.25
OFFICER BOWERS (CONT'D),Scene,We need to bring in your boy for questioning. ,0.0
LEROY,Character,For what? ,0.0
OFFICER BOWERS,Character,"Police business. Mike turns to his father, frightened, shaking his head. ",0.0
LEROY,Character,"We need a lawyer? He looks at Mike, searching for any indication what this could be about. Travis appears in the distance and Mike instantly knows. ",0.0
MIKE,Character,"Dad, it's- Officer Bowers roughly grabs Mike by the neck and starts to lead him out. 49. ",-0.1
OFFICER BOWERS,Character,"Let's go, boy. ",0.0
LEROY,Character,Hey!   No need for that. He grabs Officer Bowers by the arm. Bowers quickly and excessively puts Leroy in a wrist lock and throttles him against the killing pen fence. Leroy moans in pain. ,0.04166666666666666
OFFICER BOWERS,Character,"Search this place, now. It's the perfect place to hide a body if you ever needed to. Officer Bowers looks around in disgust.   Travis smiles from the safety of distance and local power. ",0.5
LEROY,Character,"This ain't right! You need a warrant, you can't just- Leroy seizes his arm, then his chest, then crumples to the ground, losing consciousness in the puddle of blood. ",0.3571428571428571
MIKE,Character,Dad! Mike tries to rush for him but he is forcefully escorted to a waiting police car. Other Officers look to Bowers for direction. Officer Bowers turns Leroy over. ,-0.1125
OFFICER BOWERS,Character,Call an ambulance. ,0.0
"BEN'S HOUSE, BEDROOM - DAY",Scene,ALL of the boys have gathered in Ben's room. An aimless summer morning with nothing to do. They play with his junk and are generally turning his room over. Will examines a pair of walkie-talkies not unlike his own. ,0.325
RICHIE,Character,"Whoa, what's with the history project, Benny-boy? Richie notices that Ben's walls are covered in xerox copies and historical drawings, all relating to Derry's history. 50. ",0.0
BEN,Character,"Oh, uh, when I first moved here I didn't have anyone to play with or anything, so I just started hanging out in the Library. All of the boys turn and look at Ben.   Seriously? ",-0.04166666666666666
RICHIE                          EDDIE,Character,"What are you, the ""Reading      He's a regular Jordy Laforge. Rainbow""? Stan takes a closer look. ",0.0
STAN,Character,"Why is it all, like, people getting killed and missing kids and stuff? ",-0.2
BEN,Character,"I don't know. There's just a lot of that here. Been that way since the original settlers. Will, who was more interested in a Viewmaster, turns and looks at the walls now. Sees a copy of an old-timey document with 300 signatures. INCORPORATION OF THE TOWNSHIP OF DERRY. ",0.375
WILL,Character,You have a copy of the Town Charter. Seriously? ,-0.3333333333333333
BEN,Character,"Derry started as a logging camp before it was officially on any maps. 300 people signed the charter that made Derry Derry. A month later they all disappeared, without a trace. ",0.0
RICHIE,Character,The entire town? Eddie is freaked out by this revelation. ,0.0
BEN,Character,"The people, the livestock, everything that was alive. ",0.1
STAN                              EDDIE,Character,Jesus.                          Holy fuck. ,-0.4
RICHIE,Character,,0.0
(TO STAN),Scene,Aren't you supposed to be Jewish? 51. Stan thumps Richie in the stomach while still paying attention to Ben. ,0.0
BEN,Character,People in neighboring settlements thought it was Indians or something but there was no sign of an attack. The only clue was a well house that was burnt down to charcoal. ,-0.07777777777777779
RICHIE,Character,"Shit, maybe we could get Derry on Unsolved Mysteries! Ben points out on an old map that has a translucent modern map drawn by hand laid over it, his tracing coordinates- ",0.016666666666666673
BEN,Character,It was here. Right on the corner of what's now Witcham and Jackson. ,0.2857142857142857
EDDIE,Character,"Hey, isn't that where Will's brother, Georgie- Richie slaps Eddie in the back of the head. His fierce eyes castigating Eddie for not thinking before speaking, Eddie confused, ""wha-?"" ",-0.2
WILL,Character,"Yeah, it's where Georgie died. ",0.0
BEN                            RICHIE,Character,I'm sorry.    I didn't-              (to Eddie) Good job numb nuts. ,-0.13333333333333333
WILL (CONT'D),Scene,Don't worry about it. Why do you have all this stuff anyway? I mean. What are you going to do with it? Will can't take his eyes off all of the information. ,-0.3125
BEN,Character,"I don't know. It was just a way to kill time, I guess. ",0.0
RICHIE,Character,"It's summer, dorkus. If you're gonna kill time, do it right. 52. ",0.2857142857142857
"BASSEY PARK QUARRY, ROPE SWING - LATER",Scene,"Will, Richie, Eddie, Stan, and Ben, stripped to their tightie- whities (except Ben who still has a T-shirt), stand in a line staring at the edge of a rocky outcropping in a quarry turned pond. The black water of the pond foreboding, endless. ",-0.14583333333333331
WILL,Character,Who's first. ,0.25
RICHIE,Character,Eddie? ,0.0
EDDIE,Character,Screw that. ,0.0
BEN,Character,I'll go. ,0.0
EDDIE,Character,"Ben, with those cuts you have on your chest, I'm not sure if getting in this water- ",-0.25
RICHIE,Character,Will you stop with the grey water shit. You make it seem like any water we get in is like swimming in an out-house. ,-0.125
BEN,Character,What's grey water? ,-0.05
STAN,Character,Don't get him started. ,0.0
WILL,Character,I'll go first. ,0.25
BEVERLY (O.C.),Scene,"Too late. The boys turn around to see Bev in a one piece summer dress. She pulls off the dress quickly, down to her underwear, sprints off the edge and jumps into the water. BOOM. Cannonball. The boys, not wanting to be showed up by the girl take one last look at each other and jump in. SPLASH! SPLASH! SPLASH! ",-0.1749240451388889
SPLASH! SPLASH!,Scene,"All except for Eddie, who crawls down the rock outcropping and stares at the screaming and laughing kids enviously. 53. ",-0.15555555555555559
RICHIE,Character,"What are you waiting for? Why don't you get in you pussy? Eddie dips the toes of one of his feet in.   Flabbergasted, Richie gives up on motivating Eddie. Richie dives under the water and swims beneath the kicking legs of all his friends, a shark's P.O.V. He doesn't see... PENNYWISE floating in from the depths beneath him. On the surface Ben yelps, something yanking his leg. Richie surfaces. ",0.0
BEN,Character,"Very funny, Richie. ",0.325
RICHIE,Character,"I thought so. Something yanks Richie's leg too. Hard. He and Ben wait for whoever it was to surface from the inky water. Ben sees Will, Bev, and Stan swimming back toward Eddie on the edge of the quarry. They scream and laugh and swim their asses back to land. ",0.002083333333333326
"BASSEY PARK QUARRY, SHORE - LATER",Scene,"The SIX of them now sunbathe on the rocks at the edge of the pond. Their eyes are closed, soaking in the vitamin D, except Ben, who can't take his off of Beverly's tanning body. Will sits up and looks out at the water. It is so black it seems other worldly. Not breaking his stare from the water, he addresses the group. ",-0.13055555555555556
WILL,Character,"Do you guys ever feel there's something wrong with Derry. Like it's, I don't know, haunted or something? ",-0.5
EDDIE,Character,Haunted how? ,0.0
WILL,Character,"I keep thinking about Ben's walls. Ben, happy to have something else to focus on other than Beverly, looks at Will. 54. ",0.3375
BEN,Character,You mean how all sorts of disasters and disappearances and stuff keeps on happening here? ,-0.3125
WILL,Character,Yeah.   It's strange. Stan opens his eyes and joins in. ,-0.05
STAN,Character,"Like any town, right? That's been around long enough, bad stuff is bound to happen. I mean, have you read the Torah? Richie, turns over to work on his back. ",-0.1294642857142857
RICHIE,Character,"Boys, you're ruining my sunbathing vibes with all this chitter chatter. Beverly, eyes still closed, places a cigarette in her mouth and lights up. Ben notices her hands shake as she holds the cigarette in her mouth. The smoke swirls and dissipates over them. ",-0.1
BEVERLY,Character,"Have you been seeing ""things"" Will? Will whips his neck to Beverly. He can't tell if she is making fun or if she is seriously asking him for a bridge. ",-0.016666666666666663
WILL,Character,I... If I tell you guys something you won't think I'm crazy. ,-0.6
RICHIE,Character,"We already know you're crazy, Will. No judgement here. ",-0.6
WILL,Character,I saw Georgie last night.   Only. It wasn't him. ,0.0
EDDIE,Character,Like.   In your dreams? ,0.0
WILL,Character,"No. In my house, he tried to get me to go into the basement with him. 55. ",0.0
RICHIE,Character,"That wasn't Georgie, that was your neighborhood sex offender making a house call. ",0.0
WILL,Character,Shut up Richie. It wasn't just him. I saw this other... I don't know. ,-0.125
STAN,Character,What did you see Will? ,0.0
BEN,Character,"The clown? Will, Stan and Eddie look at Ben. ",0.0
WILL,Character,"Yes. That's what it was, a scary looking clown. And it had these teeth... ",-0.5
STAN,Character,"I saw something, too. In the basement of the synogogue. ",0.0
RICHIE,Character,"I take it back. I'm judging all of you and you are all friggin' wackos. Beverly, still laying there, exhales a long trail of smoke. ",-0.025
BEVERLY,Character,I need to show you guys something. ,0.0
LOWER MAIN STREET - DAY,Scene,The FIVE boys and Beverly stand outside her slummy apartment building. She looks frightened to go inside. ,0.0
BEVERLY,Character,My Daddy will kill me if he finds out I had boys in our apartment. ,0.0
BEN,Character,Isn't he at work? ,0.0
BEVERLY,Character,Sometimes he comes home for a nap. 56. ,0.0
WILL,Character,"We should leave lookouts. Ben, Stan, can you? Ben is ready to protest. Then succumbs, crestfallen. ",0.2
STAN,Character,What does he look like? ,0.0
BEVERLY,Character,"My Daddy?    Mean. Like a drunk. Will, Richie and Eddie go with Bev. ",-0.40625
BEVERLY'S APARTMENT - DAY,Scene,"Bev opens the door. It creeks open. The apartment seems to be empty. Afternoon sunlight illuminating floating dust motes. She scouts around and lets them in. Will, Richie, and Eddie follow her to a closed door at the end of the hallway -- THE BATHROOM DOOR ",-0.06666666666666667
BEVERLY,Character,In there. ,0.0
RICHIE,Character,Can you give me an indicator of what I'm about to walk into? ,0.0
BEVERLY,Character,You'll see. ,0.0
RICHIE,Character,"I hope it's Ed McMahon and I've just won publishers clearing house 10 million dollar sweepstakes. But if it is, you really didn't have to go through so much trouble, you could have just brought Ed to the quarry. She has no intention of going in. Will pushes past Richie and opens the door. ",-0.08333333333333333
EDDIE,Character,Oh God. Oh God. ,0.0
THE BLOOD,Scene,"Still there, faded into maroon clouds on the mirror and wallpaper. Richie reels back into the hallway with Beverly. 57. She looks from Richie to Will. ",0.0
BEVERLY,Character,You really see it? ,0.2
RICHIE,Character,It's like someone slaughtered a pig in here. Or a parent. Richie is slack jawed. ,0.0
WILL,Character,What happened? Bev is so relieved she almost cries. ,0.0
BEVERLY,Character,"The sink. It came out from the sink. My parents couldn't see it. I thought I was going crazy. Will goes to Eddie, who still stands frozen in terror. ",-0.6
WILL,Character,"You okay, Eddie? Eddie Kaspbrack? Eddie snaps to it, suddenly more composed, resolute even. ",0.5
WILL (CONT'D),Scene,Ed. Go outside. Get Ben and send him in here. Eddie just nods and walks out the door. ,0.0
WILL (CONT'D),Scene,"You see it, don't you, Richie? Richie nods. ",0.0
WILL (CONT'D),Scene,We can't leave it like this.    Let's clean it up. ,0.3666666666666667
BEVERLY'S BATHROOM - DAY,Scene,"Will, Richie, Ben and Bev clean like grim elves, using a bucket of hot water, ajax, and some cloth rags. Slowly the blood washes out. Reaching for the same rag, Will and Bev's hands touch, a spark between them. 58. ",-0.13666666666666666
BEVERLY'S APARTMENT - DAY,Scene,Stan and Eddie stand lookout on a curb below. ,0.0
STAN,Character,What's taking them so long? ,-0.05
EDDIE,Character,There was a lot of blood. Eddie shakes his head. Something disturbing catches his attention. ,-0.5
BEVERLY'S BATHROOM - DAY,Scene,Will pours the last of pink bucket water down the bathtub drain. The bathroom now as clean as it ever was. The bucket is filled with blood stained rags. ,0.10222222222222221
RICHIE,Character,"All I'm saying is maybe there's some weirdo going around Derry dressed as a clown. You know, like the Joker in a ""Dark Knight"" comic. Some whack job who likes to dress up and kidnap kids. ",0.05
WILL,Character,"Okay, so how did he put Georgie in my basement? ",0.5
BEVERLY,Character,Or blood in my sink? ,0.0
RICHIE,Character,"I don't know. Who knows how crazy people do things, right? Pebbles hit the window. Richie goes over, sees Eddie and Stan jumping up and down. The sound of footsteps come up the hallway. They look at each other, who's the extra footsteps? ",-0.03247354497354497
STAIRS TO BEVERLY'S APARTMENT - DAY,Scene,Mr. Marsh fumbles with his keys outside the door. ,0.0
BEVERLY'S APARTMENT - DAY,Scene,"They race through the apartment to a window that opens to fire escape into the alley. Bev throws it open and Will, Ben, Bev, and Richie climb through. 59. ",0.0
WILL,Character,You okay? ,0.5
BEVERLY,Character,"I am now.    Thanks to you guys. The window slams shut behind them just as Mr. Marsh enters the hallway. He sees a bloody rag on the counter and picks it up, wiping his sweaty face, smearing blood all over it. ",-0.3333333333333333
"POLICE STATION, CHIEF BORTON'S OFFICE - DAY",Scene,Chief Borton and Officer Bowers hand Mike's mom a copy of Mike's signed statement. He nearly has to defend himself from her anger. ,-0.3
CHIEF BORTON                     MIKE'S MOM,Scene,"Ma'am. Ma'am.                     His father is in the hospital (BEAT)                         in critical condition and Ma'am!                            you, you're supposed to be protecting the children! ",0.0
CHIEF BORTON,Scene,"Ma'am. We were just doing our job, but he's free to go home with you, now. ",0.4
MIKE'S MOM,Scene,He damn well better be. Officer Bowers leans into Mike. ,0.5
OFFICER BOWERS,Character,"You got lucky, boy. Could have been you who disappeared. Be careful next time creeping around old places like that. ",0.08333333333333333
MIKE,Character,"I told you who chased me there. Mike nods to TRAVIS BOWERS, who is sitting, shamefully, in an office next door to Chief Borton's office. ",0.0
OFFICER BOWERS,Character,"Oh, and he will be punished, don't you worry, I swear on my belt buckle he will. Officer Bowers smiles, looks at Travis, whose face reveals he knows he will get a whooping that night. 60. ",0.0
MIKE'S MOM,Scene,"C'mon, Mikey. Your father needs us. Mike turns and follows his Mom obediently out of Chief Borton's office. ",0.4
"POLICE STATION, BULL PEN - SAME",Scene,"On their way out, Mike and his Mom pass Will, Ben, Bev, Stan, Eddie and Richie scrambling in the door to the station. ",0.0
RICHIE,Character,"What happened, homeschool? Mike says nothing, his eyes looking forward in anger. Will and the others rush toward Chief Borton's office. ",-0.7
OFFICER BOWERS,Character,(blocking the way) Whoa whoa. Where do you crumb snatchers think you're going? ,0.0
WILL,Character,We know what's been taking the kids. Chief! Borton steps out.    His long day just got worse. ,-0.225
CHIEF BORTON,Scene,"It's okay, Butch. Someone try to do something to you kids? ",0.5
BEN                           BEVERLY,Character,Not someone.    Something.        There's like this spirit. ,0.0
BEN,Character,A clown. ,0.0
STAN,Character,Or sometimes it's something else. ,0.0
EDDIE,Character,"Only us kids can see it. Borton narrows his eyes at Richie, the only one silent. ",0.0
BORTON,Scene,"Okay, stop. Is this you Tozier? Did you put them up to this little practical joke. 61. ",0.15625
WILL,Character,"No, we all saw it. ",0.0
OFFICER BOWERS,Character,"Such wild imaginations. Too bad we can't bottle their little brains. Dry them out and grind them into powder to salt our food. Maybe then we'd see, what was it again? Borton's exhausted.   He's having none of it. ",-0.20902777777777773
CHIEF BORTON,Scene,"You youngsters realize there's a penalty in Derry for filing a false police report. I don't want to have to call your parents, now. ",-0.4000000000000001
BEVERLY,Character,But we're not lying. ,0.0
CHIEF BORTON,Scene,"You have any evidence? The kids all look at each other, stymied. ",-0.125
CHIEF BORTON (CONT'D),Scene,"That's what I thought. I don't want to hear another word of this, not here, not a whisper of it anywhere. Now go home, all of you. Eat dinner with your families, sleep and have sweet dreams in your pj's. And tomorrow, you're going to go play like normal kids and forget all about this fantasy about murder and monsters. This is an adult matter. You got it? ",0.19999999999999998
BEN,Character,But you adults aren't doing anything! ,0.0
OFFICER BOWERS,Character,"Watch your tone, boy. The kids all stand there, Borton's big frame intimidating. ",0.0
CHIEF BORTON,Scene,I don't see you leaving. 62. ,0.0
POLICE STATION - DAY,Scene,"The kids all step outside, morally deflated. ",0.0
WILL,Character,"I guess we're on our own. : TITLE CARD over the PENOBSCOT RIVER: JULY 4th, 1988 ",0.6
DERRY - AERIAL - SUNSET,Scene,A smoky haze obscures the setting sun and rough hewed mountains. ,-0.1
KANSAS STREET - DUSK,Scene,"CRRRRRACK! A mailbox explodes as a Trans-Am speeds off, the boys inside it whooping and laughing their heads off. The car swings up to another and Travis Bowers leans out of the window, throwing in a SIZZLING M-80. He shuts the lid, pulls back into the passenger seat, and screams to the driver, Victor. ",0.0
TRAVIS,Character,Go! Go! Go! Victor hits it and they roar off. Snatch and MOOSE SADLER (16) scrunched like sardines in the backseat. They all look back to see... CRRRRRACK! The mailbox explodes. The boys share a hip flask bottle of Southern Comfort- ,0.0
TRAVIS (CONT'D),Scene,God I love the Fourth. ,0.25
SNATCH,Character,It's my turn. Pass one back. 63. Travis fishes the bag full of M-80s and bottle rockets and they blow another mailbox. ,0.175
HOSPITAL ROOM - DUSK,Scene,"Mike enters, sheepish. Leroy is in bed, full of tubes to bleeping machines. He looks decimated. Mike's mom is on her way out. ",0.35
MIKE'S MOM,Scene,You'll be okay? Mike nods.    She squeezes Mike's shoulder as she goes. ,0.5
LEROY,Character,Mom tell you what's the what? ,0.0
MIKE,Character,Doctors say it's inside your bones. And spreading. ,0.0
LEROY,Character,"Your Mom's going to need you to be strong, Mikey. Help keep the abatoir running. Mike nods. ",0.4333333333333333
MIKE,Character,I'll try. ,0.0
LEROY,Character,You do or you don't do. No try. Leroy coughs.    His lungs are filling with fluid. ,0.0
MIKE,Character,It's my fault. ,0.0
LEROY,Character,"Stop that, Mike. There's no one to blame here. It's nature taking its course. ",0.0
MIKE,Character,"You're coming home though, right? Leroy looks at his son, sadness etched in the lines of his sullen face. ",0.2857142857142857
LEROY,Character,"Pull up that seat. 64. Leroy indicates a chair next to the bed. Mike pulls it up and sits next to his Dad, leaning in close. ",0.0
LEROY (CONT'D),Scene,There's something I never told nobody. Not even your mom. Something that I think you should know in case... ,0.0
MIKE,Character,In case of what? He coughs again. Mike can smell the creeping death coming from his father's insides. ,0.0
LEROY,Character,When I was about your age. Me and my buddies would go to this place along the canal... ,0.0
THE BLACK SPOT - DAY,Scene,"YOUNG LEROY (13) and YOUNG DICK (13) sneak up along the rail of the canal outside a raucous, crowded little gin joint. Only black folks stand in line to get in, music and reverie blaring from within. The two boys look at all the pretty girls and snazzy men with awe. ",-0.025520833333333326
HOSPITAL ROOM - DUSK,Scene,,0.0
MIKE,Character,"Dad, I'm responsible. You don't need to tell me some long tale about drinking and driving or safe sex. I'll take care of things- Leroy squeezes Mike's arm, frustrated.   Harder than he thought he could squeeze. ",-0.02999999999999999
LEROY,Character,I'm. Not. Done. Leroy groans through his teeth. ,0.0
LEROY (CONT'D),Scene,"This isn't about you, Mike. It's not even about me. It's about Derry. This town is like poison. He coughs again. 65. ",0.0
MIKE,Character,Dad? ,0.0
LEROY,Character,"Shut up    and listen to me. There was one    night, 1960. I remember because    it was August and Chubby Checker    just dropped ""the twist"". ",0.0
THE BLACK SPOT - NIGHT,Scene,"A hot hot night, the little shack filled up to the rafters with people dancing, twisting, enjoying themselves. YOUNG LEROY and YOUNG DICK push their way through the sweaty bodies to a window. They find some floaters on the sill there and drink them up. Out the window Leroy notices... ",0.2017857142857143
MEN IN WHITE ROBES,Scene,Stalk from the woods and light torches. ,0.4
THE BLACK SPOT - NIGHT,Scene,The men in white robes -- THE MAINE LEGION OF DECENCY -- barricade the door with a cart and light the timbers on fire. ,0.2
THE BLACK SPOT - NIGHT,Scene,"Smoke starts to take over the place. People panic, stampede the doors. They don't budge. Women, men are crushed against the hot door as people push against them to get out. Young Leroy among them. He's grabbed by his friend Dick who pushes him out the window. ",0.08333333333333333
BLACK SPOT - NIGHT,Scene,"Dick and Leroy go stumbling and coughing away from the blazing shack, their eyes burning with smoke, blinded. They trip over the edge into the dark waters of the CANAL. ",-0.15
HOSPITAL ROOM - NIGHT,Scene,He seems to float off into a reverie. ,0.0
LEROY,Character,"Worse thing I ever seen. And the smell, that awful smell -- all cooked flesh. Somehow we ended up in the water. ",-0.7
(MORE),Scene,66. ,0.0
LEROY (CONT'D),Scene,"Floating in the blackness, I could still hear all them screams. It wasn't until I surfaced that I could see the truth of it all. Of Derry. ",0.0
MIKE,Character,What truth? ,0.0
LEROY,Character,"I saw something, Mikey. Through the smoke and the burning. Something I can't even really explain, but it was there, Dickie saw it, too. ",0.2
MIKE,Character,What did you see? A NURSE walks in with a chemo bag. ,0.0
NURSE,Character,"Mr. Hanlon, you ready? Mike and Leroy lock eyes. Leroy leans in, whispers so the nurse can't hear. ",0.2
LEROY,Character,"I saw what was really responsible for that fire, Mikey. Not the Legion. See those white boys, they were there, but there was something else, orchestrating `em. Had `em all in a fit and frenzy, moved to his whims. This thing, I don't even know how to describe it... ",0.20000000000000004
CANAL BESIDE THE BLACK SPOT - NIGHT,Scene,"A balloon surfaces from the waters, bringing with it PENNYWISE. It pulls him over to a survivor swimming in darkness and Pennywise pounces, dragging the victim under water. Leroy and Dick see this and are horrified. They begin swimming back to the edge when a balloon surfaces nearby, again pulling Pennywise, his face smeared with blood, from the water. It drags the clown toward them. They climb out of the canal just as Pennywise gets within striking distance. Instead he pounces on a woman there, dragging her under kicking and screaming. 67. On the shore Leroy rests in Dick's arms, the Black Spot now just a heap of smoldering char, the grounds littered with burned up bodies. ",0.06458333333333333
HOSPITAL ROOM,Character,"Mike looks at his father, terrified. ",0.0
NURSE,Character,Mr. Hanlon? ,0.0
LEROY,Character,(he grabs Mike's shirt ,0.0
VIOLENTLY),Scene,"Be careful out there son. Especially by the canal. The water in Derry is no place for no one, especially a youngster like you. The nurse hooks up the chemo bag to Leroy's IV. She turns towards Mike. ",-0.03333333333333333
NURSE,Character,"You might want to wait outside. Mike hesitantly leaves the room as she pricks the needle into his dad's catheter, Leroy wincing. ",0.0
"HOSPITAL, CORRIDER - NIGHT",Scene,"Mike steps out into the corridor. The hospital seems eerily dark, empty and quiet. A LIGHT STROBES down the long hall. It draws Mike to it, like a moth to a flame. He turns the corner and sees... A fire alarm pulled, white greasy fingerprints on the lever. Emergency lights strobe along the walls. No sound of an alarm. No doctors or nurses anywhere. Suddenly, at the end of the long corridor, a SHEEP trots out from a door, staccato in the strobing light. It stops, looks at Mike, then trots into another door. Mike starts after it, baffled. He approaches the door the sheep walked into, a stream of WATER FLOODING OUT ONTO THE ",0.008585858585858586
FLOOR.,Scene,"He stops, the water rushing past his feet. He looks back behind him, the normally lit hallway now far far away. ",-0.05000000000000001
BAAA,Character,"68. He hears the sheep just inside the open door. He enters through it without noticing the stencil on the glass of the door: ""DERRY COUNTY CORONER."" ",0.0
"HOSPITAL, CORONER'S OFFICE",Scene,"Mike enters a windowless bunker like room with all the metal corpse lockers, metal autopsy table and a sink in the corner, the emergency lights still strobing. The sheep is nowhere to be found. Instead Mike finds, in the middle of the floor under the autopsy table, a DRAIN GURGLING UP WATER, the source of the flooding out into the corridor. ",0.0
SLAM!,Scene,"The door slams behind him. Mike runs over to it, jiggles the lock, but it won't open. Behind him, in between flashes of the strobe, PENNYWISE APPEARS THEN DISAPPEARS... Mike stops dead, sensing It's presence like he did at the old Ironworks. He slowly looks back as... ",-0.17142857142857146
ONE OF THE CORPSE LOCKER DOORS CREAK OPEN,Scene,Mike opens his mouth to scream but nothing comes out. He's pounding on the door. ,0.0
MIKE,Character,Somebody! HELP! Let me out! ,0.0
(BEAT),Scene,"Dad! Mom! He looks over his shoulder while continuing to BANG. The tray inside the open locker slowly slides out, like a tongue from a mocking black mouth. On it, under a white sheet, is a ",-0.11666666666666667
CORPSE.,Scene,"Mike dares look back just as the sheet catches and the corpse is uncovered. It's none other than PATRICK HOCKSTETTLER, whose legs and arms (up to the elbow) have been bit off, smaller, CHILD SIZE bite marks cover his body. Mike jumps to a corner where he grabs a saw to defend himself. Water spews up from the drain with more and more pressure, a pool now covering the floor, the edge of which seeps toward Mike. 69. Mike climbs up on a chair, afraid of the water, now with a full view of Patrick's mutilated body. ",0.08928571428571429
JUST THEN PATRICK TURNS HIS HEAD AND LOOKS AT MIKE,Scene,,0.0
PATRICK,Character,"It's killing your daddy, Mikey. Eating him away. ",0.0
MIKE,Character,Shut up. ,0.0
PATRICK,Character,"A worm inside a rotten apple. We're all apples, Mikey. All of us. You know the thing about apples -- ",0.0
MIKE,Character,"Stop it. Patrick's expression turns into a horrific, fearful murmur. ",-0.95
PATRICK,Character,-- they float. ,0.0
MIKE,Character,"No! THE WALLS START TO SLIDE IN. As if the room were shrinking. The walls shepherding him towards Patrick's talking corpse. Mike reaches behind him, scraping at the walls, looking for anything with purchase. His hands find the FIRE ALARM. Pulls it. This time the alarm SOUNDS and the strobe lights freeze, the room now fully lit. Mike looks back, calipers raised, and sees the locker doors closed again, no water on the floor. The door opens behind him. It's the CORONER, Chief Borton, and PATRICK'S PARENTS there to identify the remains of their boy. Mike is nearly catatonic.   He holds onto the Chief, catching his breath. ",-0.03333333333333335
CHIEF BORTON,Scene,"What are you doing here, son? Speechless and terrified Mike races past them out of the hospital. 70. ",-0.25
OLD CAPE STREET - NIGHT,Scene,"Mike walks home, distraught, mindless to the traffic. He is nearly hit by a car as he storms away from the hospital. A Trans Am turns a corner behind him.   Headlights on high- beam. It stops. Mike turns, sees, realizes who it is, runs. ",-0.188
TRANS AM - SAME,Scene,Travis climbs out of the passenger seat and over to the driver seat. ,0.0
TRAVIS,Character,Move. Victor gets out and runs around the car. ,0.0
SNATCH,Character,"Hey, ain't that the little shit your dad gave you a whoopin' over? Furious, Travis slams on the gas pedal.    POV of CAR, giving chase to Mike. ",-0.19375
TRAVIS,Character,I'm gonna run him over. ,0.0
DERRY SIDE STREET - SAME,Scene,"Mike runs for his life, jumping fences, turning corners, and running through pedestrians. Travis' Trans-Am can't always speed, due to the amount of people on the street. Just when he's about to get within biting distance, BOOM. The first of a long series of FIRE-WORKS, explodes over the Derry sky, illuminating the street in a series of FLASHES. ",0.024999999999999998
"BEN'S HOUSE, ROOFTOP - NIGHT",Scene,"Will, Richie, Stan, and Eddie have gathered on Ben's roof to watch the fireworks. 71. BOOM. The boys ""oooh"" and ""aaaah"" while stuffing their faces with an unholy array of massed snacks meant to rot teeth and discolor the fingers with multi-colored MSG filled flavor powders. Richie, with sticky fingers, picks up a walkie-talkie. ",0.4
RICHIE,Character,"Benny-boy, don't forget the ranch dressing. The walkie-talkie SQWUAKS back. ",0.0
BEN,Character,"Hey Richie. Eat a bag of dicks. BOOM. Again, the sky erupts in dazzling light and color AND CONTINUES TO with fireworks THROUGHOUT AND UNTIL  OF ",0.575
THE FOLLOWING SCENES -- IMAGINE IT AS THE MOST EPIC FIREWORKS,Scene,,0.0
DISPLAY YOU HAVE EVER SEEN.,Scene,"Beverly, then Ben, appear from one of the dormer windows leading to Ben's bedroom, with sparklers, bunches of bottle rockets, roman candles and small firecrackers. ",-0.25
RICHIE,Character,"(mimicking Paul Hogan) You call that a firecracker?    This is a firecracker. He opens his palms, revealing SEVERAL M-80s.     The boys collectively `woah' with excitement. ",0.0
BEVERLY,Character,"Nice stick, Richie.     How about this. She opens her backpack, revealing a MORTAR with SIX turrets. ",0.6
ALL THE BOYS,Scene,Holy shit! ,-0.25
WILL,Character,"Think that could take ""IT"" down? ",-0.15555555555555559
STAN                             EDDIE,Character,How? We don't even know what      That's a good name for it it is that we're looking for.     actually. ,0.35
RICHIE,Character,What? ,0.0
EDDIE,Character,,0.0
"""IT.""",Character,72. They nod in agreement. ,0.0
